"","Var1","Var2","value"
"18961","Electronic Literature Organization","Semantic Web",8
"18963","Fembot Collective","Semantic Web",2
"18966","Formal and Informal Online Learning Environments","Semantic Web",1
"18970","Global Outlook :: Digital Humanities","Semantic Web",1
"18971","Grand Challenges and Enduring Questions","Semantic Web",1
"18972","Graphic, Visual and Multi-modal Storytelling","Semantic Web",13
"18973","GreaterThanGames Virtual Lab","Semantic Web",4
"18978","HASTAC virtual advisors","Semantic Web",3
"18979","HASTAC@Duke","Semantic Web",1
"18980","Historical Geography in Action: Linking Information Technology to Urban Planning Policies","Semantic Web",1
"18983","HyperCities","Semantic Web",2
"18990","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Semantic Web",1
"19004","New Media and Social Movements","Semantic Web",13
"19005","New Media Literacy Group","Semantic Web",2
"19007","Ocelot Scholars","Semantic Web",1
"19012","Pathways for Lifelong Learning","Semantic Web",1
"19014","Pedagogy","Semantic Web",16
"19019","Queer DML","Semantic Web",4
"19025","Scholar Class 2010","Semantic Web",2
"19026","Scholar Class 2011","Semantic Web",5
"19027","Scholar Class 2012","Semantic Web",12
"19028","Scholar Class 2013","Semantic Web",3
"19029","Scholars","Semantic Web",18
"19031","Scratch & Share","Semantic Web",1
"19035","Social Media and Reader Reception","Semantic Web",1
"19036","Social Media Classroom","Semantic Web",3
"19037","Sound & Music","Semantic Web",1
"19038","Staff","Semantic Web",1
"19041","Sustainable South Bronx Fab Lab","Semantic Web",1
"19043","Syracuse University Humanities and Digital Scholarship","Semantic Web",1
"19046","Texas A&M University Digital Scholars","Semantic Web",1
"19058","Voces Moviles (Mobile Voices)","Semantic Web",1
"19062","WildLab","Semantic Web",1
"19073","Badges for Lifelong Learning","Service Learning and Ethical Decision-Making",1
"19125","Global Outlook :: Digital Humanities","Service Learning and Ethical Decision-Making",1
"19127","Graphic, Visual and Multi-modal Storytelling","Service Learning and Ethical Decision-Making",2
"19159","New Media and Social Movements","Service Learning and Ethical Decision-Making",1
"19160","New Media Literacy Group","Service Learning and Ethical Decision-Making",1
"19161","Northeastern University","Service Learning and Ethical Decision-Making",1
"19169","Pedagogy","Service Learning and Ethical Decision-Making",1
"19183","Scholar Class 2013","Service Learning and Ethical Decision-Making",1
"19184","Scholars","Service Learning and Ethical Decision-Making",1
"19221","#transformDH","Social Media and Reader Reception",2
"19223","A Look at MOOCs","Social Media and Reader Reception",1
"19224","Access + Digital Literacy","Social Media and Reader Reception",1
"19225","Alt-Ac","Social Media and Reader Reception",1
"19241","Collaboration","Social Media and Reader Reception",1
"19254","Digital Dissertations","Social Media and Reader Reception",2
"19256","Digital History","Social Media and Reader Reception",1
"19260","Digital Media & Learning Competition 3","Social Media and Reader Reception",1
"19263","Digital Publishing","Social Media and Reader Reception",2
"19271","Electronic Literature Organization","Social Media and Reader Reception",2
"19273","Fembot Collective","Social Media and Reader Reception",1
"19280","Global Outlook :: Digital Humanities","Social Media and Reader Reception",1
"19314","New Media and Social Movements","Social Media and Reader Reception",1
"19324","Pedagogy","Social Media and Reader Reception",2
"19338","Scholar Class 2013","Social Media and Reader Reception",3
"19339","Scholars","Social Media and Reader Reception",3
"19341","Scratch & Share","Social Media and Reader Reception",1
"19343","Semantic Web","Social Media and Reader Reception",1
"19347","Sound & Music","Social Media and Reader Reception",2
"19362","Unlocked","Social Media and Reader Reception",1
"19376","#transformDH","Social Media Classroom",1
"19379","Access + Digital Literacy","Social Media Classroom",4
"19380","Alt-Ac","Social Media Classroom",1
"19382","Authority Control: Information and Library Science","Social Media Classroom",1
"19383","Badges for Lifelong Learning","Social Media Classroom",3
"19391","Cellcraft: Exploring the Cell Through Computer Games","Social Media Classroom",1
"19393","Cinegrid","Social Media Classroom",1
"19394","CivicsLab.com","Social Media Classroom",1
"19397","Collaborative Data","Social Media Classroom",2
"19402","Critical Commons","Social Media Classroom",4
"19406","DevInfo GameWorks: Changing the World One Game at a Time","Social Media Classroom",1
"19408","Digital Democracy Contest","Social Media Classroom",2
"19411","Digital History","Social Media Classroom",1
"19413","Digital Media & Learning Competition 1","Social Media Classroom",20
"19414","Digital Media & Learning Competition 2","Social Media Classroom",5
"19416","Digital Media & Learning Competition 4","Social Media Classroom",1
"19417","Digital Media and Learning Competitions","Social Media Classroom",1
"19426","Electronic Literature Organization","Social Media Classroom",2
"19428","Fembot Collective","Social Media Classroom",2
"19431","Formal and Informal Online Learning Environments","Social Media Classroom",1
"19434","Global Challenge","Social Media Classroom",1
"19436","Grand Challenges and Enduring Questions","Social Media Classroom",1
"19437","Graphic, Visual and Multi-modal Storytelling","Social Media Classroom",4
"19438","GreaterThanGames Virtual Lab","Social Media Classroom",1
"19443","HASTAC virtual advisors","Social Media Classroom",3
"19444","HASTAC@Duke","Social Media Classroom",1
"19446","History Game Canada","Social Media Classroom",1
"19447","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Social Media Classroom",3
"19459","Mobile Movement: Handheld Philanthropy","Social Media Classroom",1
"19468","Networking Grassroots Knowledge Globally","Social Media Classroom",2
"19469","New Media and Social Movements","Social Media Classroom",2
"19474","Out the Window: About/In/By Los Angeles","Social Media Classroom",1
"19479","Pedagogy","Social Media Classroom",4
"19482","Playpower: Radically Affordable Computer-Aided Learning","Social Media Classroom",1
"19483","Preparing Librarians to Meet the Needs of 21st Century Teens","Social Media Classroom",1
"19486","RezEd: The Hub for Learning and Virtual Worlds","Social Media Classroom",1
"19490","Scholar Class 2010","Social Media Classroom",3
"19494","Scholars","Social Media Classroom",3
"19498","Semantic Web","Social Media Classroom",3
"19503","Staff","Social Media Classroom",1
"19505","Student Journalism 2.0","Social Media Classroom",1
"19506","Sustainable South Bronx Fab Lab","Social Media Classroom",1
"19512","The Labyrinth Project","Social Media Classroom",1
"19527","WildLab","Social Media Classroom",2
"19531","#transformDH","Sound & Music",2
"19533","A Look at MOOCs","Sound & Music",1
"19534","Access + Digital Literacy","Sound & Music",1
"19535","Alt-Ac","Sound & Music",4
"19537","Authority Control: Information and Library Science","Sound & Music",5
"19538","Badges for Lifelong Learning","Sound & Music",1
"19547","ChinaVine","Sound & Music",1
"19551","Collaboration","Sound & Music",4
"19552","Collaborative Data","Sound & Music",1
"19566","Digital History","Sound & Music",2
"19568","Digital Media & Learning Competition 1","Sound & Music",1
"19573","Digital Publishing","Sound & Music",1
"19576","Duke FHI Grad Digital","Sound & Music",2
"19577","Duke PhD Lab","Sound & Music",2
"19581","Electronic Literature Organization","Sound & Music",3
"19583","Fembot Collective","Sound & Music",4
"19584","Feminist Scholars Digital Workshop","Sound & Music",2
"19591","Grand Challenges and Enduring Questions","Sound & Music",3
"19592","Graphic, Visual and Multi-modal Storytelling","Sound & Music",1
"19594","HASTAC Nominating Committee","Sound & Music",1
"19595","HASTAC Scholars - Evaluation of Impact","Sound & Music",1
"19597","HASTAC Steering Committee","Sound & Music",3
"19598","HASTAC virtual advisors","Sound & Music",1
"19599","HASTAC@Duke","Sound & Music",1
"19602","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Sound & Music",1
"19603","HyperCities","Sound & Music",1
"19624","New Media and Social Movements","Sound & Music",2
"19625","New Media Literacy Group","Sound & Music",1
"19634","Pedagogy","Sound & Music",5
"19639","Queer DML","Sound & Music",6
"19644","Scholar Class 2009","Sound & Music",2
"19645","Scholar Class 2010","Sound & Music",6
"19646","Scholar Class 2011","Sound & Music",10
"19647","Scholar Class 2012","Sound & Music",8
"19648","Scholar Class 2013","Sound & Music",8
"19649","Scholars","Sound & Music",20
"19653","Semantic Web","Sound & Music",1
"19655","Social Media and Reader Reception","Sound & Music",2
"19658","Staff","Sound & Music",1
"19686","#transformDH","Staff",1
"19687","4-H/USDA Robotics Digital Badges","Staff",1
"19688","A Look at MOOCs","Staff",2
"19689","Access + Digital Literacy","Staff",2
"19690","Alt-Ac","Staff",1
"19691","American Graduate: Let's Make It Happen Badges","Staff",1
"19692","Authority Control: Information and Library Science","Staff",2
"19693","Badges for Lifelong Learning","Staff",3
"19694","Badges in Higher Ed","Staff",1
"19695","Badges Work for Vets","Staff",1
"19698","Black Cloud: Environmental Studies Gaming","Staff",1
"19699","Bound By Law","Staff",1
"19706","Collaboration","Staff",2
"19707","Collaborative Data","Staff",4
"19708","Computer Science Student Network Badge System","Staff",1
"19709","Conservation Connection","Staff",1
"19715","Design for America: A Badge Community for Innovation","Staff",1
"19721","Digital History","Staff",1
"19723","Digital Media & Learning Competition 1","Staff",1
"19724","Digital Media & Learning Competition 2","Staff",1
"19725","Digital Media & Learning Competition 3","Staff",1
"19726","Digital Media & Learning Competition 4","Staff",3
"19727","Digital Media and Learning Competitions","Staff",2
"19728","Digital Publishing","Staff",1
"19730","Disney-Pixar Wilderness Explorers Badges","Staff",1
"19732","Duke PhD Lab","Staff",1
"19733","EarthWorks","Staff",1
"19736","Electronic Literature Organization","Staff",1
"19737","Fab@School","Staff",1
"19738","Fembot Collective","Staff",2
"19739","Feminist Scholars Digital Workshop","Staff",1
"19746","Grand Challenges and Enduring Questions","Staff",6
"19748","GreaterThanGames Virtual Lab","Staff",1
"19749","HASTAC Nominating Committee","Staff",2
"19750","HASTAC Scholars - Evaluation of Impact","Staff",2
"19752","HASTAC Steering Committee","Staff",4
"19753","HASTAC virtual advisors","Staff",2
"19754","HASTAC@Duke","Staff",6
"19757","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Staff",1
"19761","Intel and Society for Science and the Public Badges","Staff",1
"19763","LevelUp","Staff",1
"19764","Leverage for Digital On-Ramps","Staff",1
"19767","Mobile Action Lab","Staff",1
"19768","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","Staff",1
"19771","Moodle as Issuer, Mahara as Displayer","Staff",1
"19773","My Girl Scout Sash Is An App","Staff",1
"19774","National Manufacturing Badge System","Staff",1
"19776","NatureBadges: Open Source Nature & Science Badge System","Staff",1
"19779","New Media and Social Movements","Staff",2
"19786","Partners in Learning Network Badges","Staff",1
"19787","Pathways for Lifelong Learning","Staff",1
"19788","Pathways to Global Competence: A Badge System for Students","Staff",1
"19789","Pedagogy","Staff",2
"19791","Planet Stewards: Personalized Learning in 3D GameLab","Staff",1
"19793","Preparing Librarians to Meet the Needs of 21st Century Teens","Staff",1
"19794","Queer DML","Staff",1
"19797","S2R Medals","Staff",1
"19798","SA&FS Learner Driven Badges Project","Staff",1
"19799","Scholar Class 2009","Staff",1
"19800","Scholar Class 2010","Staff",1
"19801","Scholar Class 2011","Staff",1
"19802","Scholar Class 2012","Staff",1
"19803","Scholar Class 2013","Staff",1
"19804","Scholars","Staff",1
"19808","Semantic Web","Staff",1
"19811","Social Media Classroom","Staff",1
"19812","Sound & Music","Staff",1
"19817","Sweet Water AQUAPONS","Staff",1
"19833","Voces Moviles (Mobile Voices)","Staff",1
"19835","Who Built America? Badges for Teaching Disciplinary Literacy in History","Staff",1
"19839","Youth APPLab","Staff",1
"19840","Youth Digital Filmmaker Badge System","Staff",1
"19842","4-H/USDA Robotics Digital Badges","Starlite (TM) Digital Badges Using NASA Content",1
"19848","Badges for Lifelong Learning","Starlite (TM) Digital Badges Using NASA Content",2
"19881","Digital Media & Learning Competition 4","Starlite (TM) Digital Badges Using NASA Content",7
"19941","Partners in Learning Network Badges","Starlite (TM) Digital Badges Using NASA Content",1
"19944","Pedagogy","Starlite (TM) Digital Badges Using NASA Content",1
"19953","SA&FS Learner Driven Badges Project","Starlite (TM) Digital Badges Using NASA Content",1
"19990","Who Built America? Badges for Teaching Disciplinary Literacy in History","Starlite (TM) Digital Badges Using NASA Content",1
"20014","CivicsLab.com","Student Journalism 2.0",1
"20028","Digital Democracy Contest","Student Journalism 2.0",1
"20033","Digital Media & Learning Competition 1","Student Journalism 2.0",1
"20034","Digital Media & Learning Competition 2","Student Journalism 2.0",3
"20065","Historical Geography in Action: Linking Information Technology to Urban Planning Policies","Student Journalism 2.0",1
"20121","Social Media Classroom","Student Journalism 2.0",1
"20142","Visualizing Venice","Student Journalism 2.0",1
"20163","Black Cloud: Environmental Studies Gaming","Sustainable South Bronx Fab Lab",1
"20166","Cellcraft: Exploring the Cell Through Computer Games","Sustainable South Bronx Fab Lab",1
"20169","CivicsLab.com","Sustainable South Bronx Fab Lab",1
"20172","Collaborative Data","Sustainable South Bronx Fab Lab",1
"20177","Critical Commons","Sustainable South Bronx Fab Lab",2
"20183","Digital Democracy Contest","Sustainable South Bronx Fab Lab",1
"20188","Digital Media & Learning Competition 1","Sustainable South Bronx Fab Lab",2
"20189","Digital Media & Learning Competition 2","Sustainable South Bronx Fab Lab",2
"20190","Digital Media & Learning Competition 3","Sustainable South Bronx Fab Lab",1
"20191","Digital Media & Learning Competition 4","Sustainable South Bronx Fab Lab",1
